Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Material Old Name,MatL,MatSize,AuxMat,MatCom,MatPack
5/9/2023,A,ERW_AMBP2020110385,Retails,Bangkok,143132,Mobil 1 5W-30,3728,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/17/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143132,Mobil 1 5W-30,5568,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/26/2023,A,ERW_AMBP2020110001,Retails,Bangkok,143132,Mobil 1 5W-30,5936,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/17/2023,A,ERW_AMBP2020110036,Retails,Bangkok,143132,Mobil 1 5W-30,6096,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/27/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,2288,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/20/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,2992,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
10/17/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,2096,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/13/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,6656,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,2000,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/4/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,4544,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/2/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,7056,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
7/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,5328,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/23/2023,A,ERW_AMBP2020110060,Retails,Bangkok,143132,Mobil 1 5W-30,7728,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/9/2023,A,ERW_AMBP2020110097,Retails,Nonthaburi,143132,Mobil 1 5W-30,6320,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/27/2023,A,ERW_AMBP2020110161,Retails,Chon Buri,143132,Mobil 1 5W-30,4944,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/11/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143132,Mobil 1 5W-30,2720,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
7/11/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143132,Mobil 1 5W-30,5872,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/21/2023,A,ERW_AMBP2020110380,Retails,Bangkok,143132,Mobil 1 5W-30,7488,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/23/2023,A,ERW_AMBP2020110402,Retails,Bangkok,143132,Mobil 1 5W-30,3232,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/22/2023,A,ERW_AMBP2020110402,Retails,Bangkok,143132,Mobil 1 5W-30,816,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/4/2023,A,ERW_AMBP2020110402,Retails,Bangkok,143132,Mobil 1 5W-30,352,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/29/2023,A,ERW_AMBP2020110414,Retails,Chon Buri,143132,Mobil 1 5W-30,384,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/8/2023,A,ERW_AMBP2020110414,Retails,Chon Buri,143132,Mobil 1 5W-30,6592,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/1/2023,A,ERW_AMBP2020110414,Retails,Chon Buri,143132,Mobil 1 5W-30,3360,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
9/18/2023,A,ERW_AMBP2020110529,Retails,Chon Buri,143132,Mobil 1 5W-30,7536,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/18/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143132,Mobil 1 5W-30,2304,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
11/10/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143132,Mobil 1 5W-30,2224,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
12/14/2023,A,ERW_AUOF2022100001,Retails,Bangkok,143132,Mobil 1 5W-30,6576,10,MOBIL 1 5W-30 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/23/2023,B,ERW_BM2U2020110102,Retails,Nakhon Pathom,143132,Mobil 1 5W-30,7408,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/21/2023,B,ERW_BM2U2020110030,Reseller,Ratchaburi,143132,Mobil 1 5W-30,1520,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
6/20/2023,B,ERW_BM2U2020110146,Reseller,Prachuap Khiri Khan,143132,Mobil 1 5W-30,528,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,143132,Mobil 1 5W-30,6832,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
7/19/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,143132,Mobil 1 5W-30,320,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/22/2023,B,ERW_BM2U2020110075,Retails,Bangkok,143132,Mobil 1 5W-30,1536,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,143132,Mobil 1 5W-30,6416,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
6/14/2023,B,ERW_BM2U2020110081,Retails,Ratchaburi,143132,Mobil 1 5W-30,128,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
6/8/2023,B,ERW_BM2U2020110086,Retails,Prachuap Khiri Khan,143132,Mobil 1 5W-30,3792,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/22/2023,B,ERW_BM2U2020110093,Retails,Kanchanaburi,143132,Mobil 1 5W-30,5664,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/24/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,143132,Mobil 1 5W-30,5328,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,143132,Mobil 1 5W-30,4512,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
3/28/2023,B,ERW_BM2U2020110072,Retails,Bangkok,143132,Mobil 1 5W-30,6128,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
2/14/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,143133,Mobil 1 5W-30,576,10,MOBIL 1 5W-30 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
8/21/2023,D,ERW_DBG72020110049,Retails,Songkhla,143133,Mobil 1 5W-30,4044,10,MOBIL 1 5W-30 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
4/5/2023,D,ERW_DBG72020110049,Retails,Songkhla,143133,Mobil 1 5W-30,1836,10,MOBIL 1 5W-30 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
11/9/2023,D,ERW_DBG72020110082,Reseller,Songkhla,143133,Mobil 1 5W-30,2412,10,MOBIL 1 5W-30 (SP) CTN 12X1L:SG,1,Small Carton,,Mobil 1,Carton
1/20/2023,A,ERW_AMBP2020110079,Retails,Bangkok,143133,Mobil 1 5W-30,8120,10,MOBIL 1 5W-30 12/1 LT,1,Small Carton,,Mobil 1,Carton
1/12/2023,A,ERW_AMBP2020110156,Retails,Chon Buri,143133,Mobil 1 5W-30,2064,10,MOBIL 1 5W-30 12/1 LT,1,Small Carton,,Mobil 1,Carton
2/24/2023,A,ERW_AMBP2020110082,Retails,Bangkok,143133,Mobil 1 5W-30,1854,10,MOBIL 1 5W-30 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
1/3/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,143133,Mobil 1 5W-30,5592,10,"MOBIL 1 5W-30(SP) CTN, 12X1LT",1,Small Carton,,Mobil 1,Carton
9/13/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,143133,Mobil 1 5W-30,5460,10,"MOBIL 1 5W-30(SP) CTN, 12X1LT",1,Small Carton,,Mobil 1,Carton
3/2/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,143133,Mobil 1 5W-30,165,10,"MOBIL 1 5W-30(SP) CTN, 12X1LT",1,Small Carton,,Mobil 1,Carton
12/19/2023,D,ERW_DBG72020110036,Retails,Songkhla,145837,Mobil 1 5W-30,2568,10,MOBIL 1 5W-30 CTN 12X1L (GF-6) V2:SG,1,Small Carton,,Mobil 1,Carton
5/3/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145837,Mobil 1 5W-30,8160,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/25/2023,A,ERW_AMBP2020110082,Retails,Bangkok,145837,Mobil 1 5W-30,1580,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
5/15/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145837,Mobil 1 5W-30,5540,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/28/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145837,Mobil 1 5W-30,9000,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
10/26/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145837,Mobil 1 5W-30,3072,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/29/2023,A,ERW_AMBP2020110156,Retails,Chon Buri,145837,Mobil 1 5W-30,4824,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/20/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,145837,Mobil 1 5W-30,540,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/8/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145837,Mobil 1 5W-30,672,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/6/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145837,Mobil 1 5W-30,1704,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
7/19/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145837,Mobil 1 5W-30,5232,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
10/30/2023,A,ERW_AI8N2021070010,Retails,Bangkok,145837,Mobil 1 5W-30,4692,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
10/19/2023,A,ERW_AMBP2020110030,Retails,Bangkok,145837,Mobil 1 5W-30,3768,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
9/13/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145837,Mobil 1 5W-30,4872,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
12/6/2023,A,ERW_AMBP2020110060,Retails,Bangkok,145837,Mobil 1 5W-30,3228,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/1/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,145837,Mobil 1 5W-30,1188,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
8/8/2023,A,ERW_AMBP2020110370,Retails,Bangkok,145837,Mobil 1 5W-30,3768,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
8/4/2023,A,ERW_AMBP2020110391,Retails,Bangkok,145837,Mobil 1 5W-30,4812,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
11/1/2023,A,ERW_AMBP2020110402,Retails,Bangkok,145837,Mobil 1 5W-30,876,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
8/4/2023,A,ERW_AUOF2022100001,Retails,Bangkok,145837,Mobil 1 5W-30,60,10,MOBIL 1 5W-30 V2 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
10/12/2023,B,ERW_BM2U2020110040,Retails,Chainat,145837,Mobil 1 5W-30,1368,10,"โมบิล 1 5W30(GF-6) V2:SG,12/1",1,Small Carton,,Mobil 1,Carton
8/4/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145837,Mobil 1 5W-30,1488,10,"โมบิล 1 5W30(GF-6) V2:SG,12/1",1,Small Carton,,Mobil 1,Carton
6/22/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145838,Mobil 1 5W-30,3504,10,MOBIL 1 5W-30 CTN 4X4L (GF-6):SG,4,Big Carton,,Mobil 1,Carton
9/21/2023,D,ERW_DBG72020110082,Reseller,Songkhla,145838,Mobil 1 5W-30,3744,10,MOBIL 1 5W-30 CTN 4X4L (GF-6):SG,4,Big Carton,,Mobil 1,Carton
12/8/2023,D,ERW_DBG72020110052,Retails,Krabi,145838,Mobil 1 5W-30,4672,10,MOBIL 1 5W-30 CTN 4X4L (GF-6):SG,4,Big Carton,,Mobil 1,Carton
6/19/2023,D,ERW_DBG72020110003,Retails,Surat Thani,145838,Mobil 1 5W-30,4624,10,MOBIL 1 5W-30 CTN 4X4L (GF-6):SG,4,Big Carton,,Mobil 1,Carton
10/19/2023,D,ERW_DBG72020110037,Retails,Songkhla,145838,Mobil 1 5W-30,3616,10,MOBIL 1 5W-30 CTN 4X4L (GF-6):SG,4,Big Carton,,Mobil 1,Carton
8/15/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,145838,Mobil 1 5W-30,4960,10,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,4,Big Carton,,Mobil 1,Carton
9/13/2023,C,ERW_C08P2020090148,Retails,Chiang Mai,145838,Mobil 1 5W-30,3824,10,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,4,Big Carton,,Mobil 1,Carton
8/10/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,145838,Mobil 1 5W-30,2480,10,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,4,Big Carton,,Mobil 1,Carton
10/14/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,145838,Mobil 1 5W-30,3648,10,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,4,Big Carton,,Mobil 1,Carton
12/26/2023,C,ERW_C08P2020090161,Retails,Chiang Rai,145838,Mobil 1 5W-30,624,10,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,4,Big Carton,,Mobil 1,Carton
8/30/2023,C,ERW_C08P2020090056,Retails,Nakhon Sawan,145838,Mobil 1 5W-30,464,10,MOBIL 1 5W-30 CTN 4X4L(GF-6):SG,4,Big Carton,,Mobil 1,Carton
8/9/2023,B,ERW_BM2U2020110062,Retails,Nakhon Pathom,145838,Mobil 1 5W-30,7120,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
10/28/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,145838,Mobil 1 5W-30,2352,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
10/19/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,145838,Mobil 1 5W-30,7680,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
12/21/2023,B,ERW_BM2U2020110041,Retails,Nakhon Pathom,145838,Mobil 1 5W-30,4304,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
10/28/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,145838,Mobil 1 5W-30,5680,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
11/24/2023,B,ERW_BM2U2020110085,Retails,Phetchaburi,145838,Mobil 1 5W-30,3152,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
12/18/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,145838,Mobil 1 5W-30,4672,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
11/10/2023,B,ERW_BM2U2020110126,Retails,Samut Sakhon,145838,Mobil 1 5W-30,2576,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
11/23/2023,B,ERW_BM2U2020110127,Reseller,Kanchanaburi,145838,Mobil 1 5W-30,7424,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
8/29/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145838,Mobil 1 5W-30,2096,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
8/4/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,145838,Mobil 1 5W-30,192,10,"โมบิล 1 5W30(GF-6):SG ,4/4",4,Big Carton,,Mobil 1,Carton
1/11/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,140635,Mobil 1 5W-50,4548,10,"โมบิล 1 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
1/5/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143642,Mobil 1 ESP 0W-30,3372,10,MOBIL 1 ESP 0W-30 CTN 12X1L :SG,1,Small Carton,,Mobil 1,Carton
1/5/2023,A,ERW_AU5N2022030006,Retails,Bangkok,143643,Mobil 1 ESP 0W-30,928,10,MOBIL 1 ESP 0W-30 CTN 4X4L:SG,4,Big Carton,,Mobil 1,Carton
4/25/2023,D,ERW_DBG72020110012,Reseller,Songkhla,142213,Mobil 1 FS 0W-30,255,10,MOBIL 1 FS 0W-30 CTN 2/4 LT,4,Big Carton,,Mobil 1,Carton
2/14/2023,D,ERW_DBG72020110082,Reseller,Songkhla,140634,Mobil 1 FS X2 5W-50,3680,10,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
4/26/2023,D,ERW_DBG72020110021,Retails,Phatthalung,140634,Mobil 1 FS X2 5W-50,5328,10,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
2/25/2023,D,ERW_DBG72020110037,Retails,Songkhla,140634,Mobil 1 FS X2 5W-50,6112,10,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
2/28/2023,D,ERW_DBG72020110037,Retails,Songkhla,140634,Mobil 1 FS X2 5W-50,5568,10,M1 FS X2 5W-50 CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
6/16/2023,C,ERW_C08P2020090073,Retails,Phitsanulok,140634,Mobil 1 FS X2 5W-50,6544,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
3/7/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,140634,Mobil 1 FS X2 5W-50,5968,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
5/23/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,140634,Mobil 1 FS X2 5W-50,4496,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
3/2/2023,C,ERW_C08P2020090138,Retails,Lamphun,140634,Mobil 1 FS X2 5W-50,2672,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
6/1/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140634,Mobil 1 FS X2 5W-50,800,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
3/2/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140634,Mobil 1 FS X2 5W-50,4944,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
2/21/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140634,Mobil 1 FS X2 5W-50,4448,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
8/10/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140634,Mobil 1 FS X2 5W-50,4256,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
3/2/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,140634,Mobil 1 FS X2 5W-50,5952,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
2/8/2023,C,ERW_CM8N2021050004,Retails,Lampang,140634,Mobil 1 FS X2 5W-50,5280,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
3/11/2023,C,ERW_C08P2020090135,Retails,Lampang,140634,Mobil 1 FS X2 5W-50,496,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
10/19/2023,C,ERW_C08P2020090203,Retails,Chiang Mai,140634,Mobil 1 FS X2 5W-50,25,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
11/29/2023,C,ERW_C08P2020090203,Retails,Chiang Mai,140634,Mobil 1 FS X2 5W-50,328,10,"MOBIL 1 FS X2 5W50, 4X4L CTN",4,Big Carton,,Mobil 1,Carton
5/18/2023,D,ERW_DBG72020110038,Reseller,Phuket,140635,Mobil 1 FS X2 5W-50,2772,10,M1 FS X2 5W-50 CTN 12X1L (EN/TH):SG,1,Small Carton,,Mobil 1,Carton
9/29/2023,D,ERW_DBG72020110038,Reseller,Phuket,140635,Mobil 1 FS X2 5W-50,1236,10,M1 FS X2 5W-50 CTN 12X1L (EN/TH):SG,1,Small Carton,,Mobil 1,Carton
2/22/2023,D,ERW_DBG72020110038,Reseller,Phuket,140635,Mobil 1 FS X2 5W-50,936,10,M1 FS X2 5W-50 CTN 12X1L (EN/TH):SG,1,Small Carton,,Mobil 1,Carton
12/13/2023,D,ERW_DBG72020110038,Reseller,Phuket,140635,Mobil 1 FS X2 5W-50,2988,10,M1 FS X2 5W-50 CTN 12X1L (EN/TH):SG,1,Small Carton,,Mobil 1,Carton
11/9/2023,D,ERW_DBG72020110082,Reseller,Songkhla,140635,Mobil 1 FS X2 5W-50,3576,10,M1 FS X2 5W-50 CTN 12X1L (EN/TH):SG,1,Small Carton,,Mobil 1,Carton
6/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,444,10,MOBIL 1 FS X2 5W-50 (SP) SG 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
3/13/2023,A,ERW_AMBP2020110060,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,324,10,MOBIL 1 FS X2 5W-50 (SP) SG 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
1/26/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,140635,Mobil 1 FS X2 5W-50,6732,10,MOBIL 1 FS X2 5W-50 12/1 LT,1,Small Carton,,Mobil 1,Carton
1/27/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1836,10,MOBIL 1 FS X2 5W-50 12/1 LT,1,Small Carton,,Mobil 1,Carton
9/21/2023,A,ERW_AMBP2020110082,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,3560,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
5/3/2023,A,ERW_AMBP2020110082,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1180,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
9/14/2023,A,ERW_AMBP2020110082,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,5456,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
7/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1980,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
4/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,4770,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
9/20/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,140635,Mobil 1 FS X2 5W-50,6246,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
6/12/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,140635,Mobil 1 FS X2 5W-50,792,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
7/26/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140635,Mobil 1 FS X2 5W-50,144,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
12/11/2023,A,ERW_AMBP2020110016,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1716,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
4/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1128,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
7/6/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,4512,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
11/3/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,5964,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
10/26/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,3924,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
